id,text
397,"Kokanee has been one of B.C.’s best-selling beers for more than ten years and was awarded a Silver medal at the 1996 Brewing Industry International Awards. Brewed using a blend of Pacific Northwest hops, Kokanee delivers a smooth, clean and lightly hopped taste."
398,"his strikingly authentic English-style pale ale is brewed with all-English malts and a pound and a half of Pacific Northwest hops per barrel. It is medium-bodied, crisp and well-balanced with a flavor profile featuring subtle notes of caramel, toffee and toasted malt, counterbalanced by the ideal level of hop bitterness. The delicate herbal hop finish is produced by Goldings whole leaf hops."
399,Unpasteurized Belgian Pilsner
400,A Silver Medal Winner at the North American Brewers' Association competition. A deep- copper colored medium-bodied American amber ale. Its fresh flavor is smooth and carefully balanced with a nice mellowness and hint of caramel malt balanced by medium hop bitterness. lt is an all malt beer that is naturally carbonated.
401,"Akin to a barley wine, we suggest this ale as an after dinner drink."
402,"A full bodied, slightly sweet Jamaican-style Stout. Brewed with 100 pounds of brown sugar!"
403,The basic ingredient of our Jacobins Kriek is wort made of wheat and malted barley. This wort is first boiled and then transported to the brewery’s open cooling vessel to cool down.
404,"The Naughty Nurse has become quite the popular lady in the Nutmeg State. With her classy and sensual elegance, combined with just the right amount of...ahem...bite, she has made many a friend both inside and outside of our brewpub. Don't let that ""come hither"" look fool you, though - she is all business when it comes to performance. In fact, she is our best seller! If the Nurse needs a match, it can be a nice beefy burger, or almost anything else on a pub style menu. And with her moderate alcohol content, she can stand alone and make your next Session last a long, long time! This fine ale is brewed for a spicy, slightly bittersweet finish using traditional English malt, hops, yeast and manners. Available short or tall, of course!"
405,"""A mysterious dance of tart Michigan cherries with the dark, roasted malts of a big and bold stout."" and ""Stout brewed with cherry juice."""
406,"Originally brewed as a Christmas beer in 1948, this dark ale has rich flavors of mulling spices and caramel, with a smooth palate and warming finish."
407,Colonel Paris Pale Ale is our take on an Englsh Style medium bodied offering. We use strong hop bitters combined with low malt to bring you a brew with 'sweet character'. To round out the smooth process we combine a secret blend of English and American Hops.
408,"We make our traditionally-brewed Scottish-style ale with nine different malts resulting in a complex, ultra-smooth, slightly sweet, full-bodied, malty ale."
409,"A deep amber ale, brewed with 8 types of malted barley and 2 varieties of hops. Very drinkable with a slight caramel sweetness and a subtle bitter finish."
410,Our brew master’s tribute to the ale that made Burton on Trent famous. An English style copper colored pale ale with medium body and a dry finish.
411,Our India Pale Ale is hopped 3 times giving it a floral aroma. Handcrafted by our brewmaster using eight English specialty malts.
412,"A deep amber colored American ale, featuring a rich malty body. Cascade and Willamette hops add a complex hop flavor and aroma. This ale is exceptionally balanced between malty sweetness and delicate hop bitterness."
413,"An India Pale Ale, this golden colour, medium body ale packs a notable hop bitterness punch. Cask conditioned and dry hopped."
414,"A rich copper coloured bitter, well hopped in the English tradition with a pleasant hop fragrance and a smooth dry finish."
415,"Lobster Ale is a copper ""Red"" ale with a medium hop flavor and aroma. It offers all the qualities of ""Red Ale"" with subtle levels of fruity-ester flavor and hint of caramel. A slight yeast haze and chill gives Lobster Ale a clear. foamy. rich head. Belfast Bay Brewing Co, is near tile Canadian provinces of New Brunswick and Nova Scotia known for it Red Ale breweries."
416,"Labatt Crystal was introduced to Ontario in the late 1800s as one of the first lagers brewed by Labatt. World-renowned Saaz hops are used to give this beer a clean, almost sweet taste which nicely balances the fuller body, higher bitterness and richer taste typically associated with traditional lagers."
417,"Brewed in Houston, ZiegenBock is a beer of the South. Only available in Texas, this American-style amber lager, offers notes of roasted grains in the aroma and a sweet, smooth taste with a hop finish. The select imported hops and specialty malts create a taste worthy of a 2006 Great American Beer Festival Bronze Medal."
418,"In the old brewery we had a problem with slugs getting into the brewery. As the beer leaves a trail down the glass as you drink it like a slug, that's how the beer was named. "
419,(Retired) Available: April to June 2006
420,"This ale is the first brewed in Kansas since pioneering days. The name ""Ad Astra comes from the Kansas State Motto - Ad Astra per Aspera, Latin words meaning ""To the Stars through Difficulties"". We've blended Pale, Caramel, and Munich malts for a rich amber beer. The hops balance this malty sweetness, and we've chosen Northern brewer and Fuggles hops for their flavor."
421,"""It has the colour of onion skin"", said a voice behind me. It was Raymond Coumans. He was admiring the colour of the raspberry lambic reflecting in the red copper of the buckets used to empty the barrels. At that time (1986), ""Raspberry-Lambic"" already was synonymous with a sweet, artificially flavoured beer. This is why we decided to distinguish our beer from the other raspberry beers. Raymond proposed to call it a rosé, dedicated not to Bacchus but to Gambrinus."
422,"The name Vigneronne Cantillon was given in 1987. This name reminds us that, while it belongs to the beer patrimony, the spontaneous fermentation, the ageing in the barrels for several years and the addition of grapes make it a distant cousin of certain white wines."
423,Formerly Tusker Premium Lager
424,"Belgian-style strong blonde ale. The first Belgian-style beer ever produced in North America, and still an inspiration."
425,"A special edition of la Moneuse, extra rich for the winter season."
426,Inspired by an Irish classic. Garnet-red in color with a rounded malty flavor and a lingering hop aftertaste.
427,"A strong amber ale, full bodied, with a hearty hop flavor and a pronounced hop finish."
428,A dark ale style dating back to the 1700's. Roasted malt lends chocolate and coffee-like flavors and aromas.
429,"This black ale has the characteristic flavor of dark roasted barley, the sweetness of caramel malt, a full body contributed by oatmeal, and an intense but balanced hop flavor."
430,"Based on a traditional Irish recipe from County Wexford that dates back to 1810, we use only the best ingredients to ensure that our Wexford Ale has a smooth mellow creaminess we believe you will enjoy."
431,"Michelob Golden Draft Light is a premium cold filtered light lager beer that is brewed using a blend of two-row and six-row barley malt, premium American hops and rice to create its smooth, refreshing taste. It also undergoes a longer brewing process to produce a lighter taste, and fewer calories."
